ORDER NUMBER,QUANTITY ORDERED,PRICE EACH,ORDER LINE NUMBER,SALES,ORDER DATE,DAYS_SINCE_LASTORDER,STATUS,PRODUCT LINE,MSRP,PRODUCT CODE,CUSTOMER NAME,PHONE,ADDRESS LINE 1,CITY,POSTAL CODE,COUNTRY,CONTACT LAST NAME,CONTACT FIRST NAME,DEAL SIZE
10210,40,49.67,3,1986.8,12/01/2019,1286,Shipped,Motorcycles,60,S18_2625,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,530-0003,Japan,Kentary,Mory,Small
10210,27,98.48,9,2658.96,12/01/2019,1974,Shipped,Planes,109,S24_1785,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,530-0003,Japan,Kentary,Mory,Small
10210,30,61.7,4,1851,12/01/2019,2024,Shipped,Motorcycles,76,S24_2000,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,530-0003,Japan,Kentary,Mory,Small
10210,29,69.6,16,2018.4,12/01/2019,2446,Shipped,Planes,68,S24_3949,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,530-0003,Japan,Kentary,Mory,Small
10210,40,71,8,2840,12/01/2019,2541,Shipped,Planes,72,S24_4278,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,530-0003,Japan,Kentary,Mory,Small
10210,46,79.91,5,3675.86,12/01/2019,2616,Shipped,Motorcycles,99,S32_1374,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,530-0003,Japan,Kentary,Mory,Medium
10210,39,59.16,10,2307.24,12/01/2019,2743,Shipped,Vintage Cars,68,S32_4289,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,530-0003,Japan,Kentary,Mory,Small
10210,43,41.02,11,1763.86,12/01/2019,2793,Shipped,Vintage Cars,43,S50_1341,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,530-0003,Japan,Kentary,Mory,Small
10210,21,78.55,12,1649.55,12/01/2019,2923,Shipped,Planes,91,S700_1691,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,530-0003,Japan,Kentary,Mory,Small
10210,26,99.72,14,2592.72,12/01/2019,3000,Shipped,Planes,99,S700_2466,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,530-0003,Japan,Kentary,Mory,Small
10210,25,112.72,6,2818,12/01/2019,3078,Shipped,Planes,118,S700_2834,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,530-0003,Japan,Kentary,Mory,Small
10210,31,86.4,13,2678.4,12/01/2019,3103,Shipped,Planes,80,S700_3167,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,530-0003,Japan,Kentary,Mory,Small
10210,42,70.33,15,2953.86,12/01/2019,3182,Shipped,Planes,74,S700_4002,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,530-0003,Japan,Kentary,Mory,Small
10211,41,114.84,14,4708.44,15/01/2019,510,Shipped,Motorcycles,95,S10_1678,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Paris,75016,France,Perrier,Dominique,Medium
10211,41,182.9,2,7498.9,15/01/2019,661,Shipped,Classic Cars,194,S12_1099,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Paris,75016,France,Perrier,Dominique,Large
10211,36,132.55,13,4771.8,15/01/2019,736,Shipped,Motorcycles,150,S12_2823,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Paris,75016,France,Perrier,Dominique,Medium
10211,28,92.57,3,2591.96,15/01/2019,836,Shipped,Classic Cars,79,S12_3990,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Paris,75016,France,Perrier,Dominique,Small
10211,35,78,5,2730,15/01/2019,1559,Shipped,Classic Cars,80,S18_3278,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Paris,75016,France,Perrier,Dominique,Small
10211,28,133.76,4,3745.28,15/01/2019,1606,Shipped,Classic Cars,146,S18_3482,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Paris,75016,France,Perrier,Dominique,Medium
10211,46,54.09,8,2488.14,15/01/2019,1654,Shipped,Motorcycles,62,S18_3782,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Paris,75016,France,Perrier,Dominique,Small
10211,41,138.38,7,5673.58,15/01/2019,1829,Shipped,Classic Cars,148,S18_4721,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Paris,75016,France,Perrier,Dominique,Medium
10211,25,90.16,15,2254,15/01/2019,1925,Shipped,Motorcycles,112,S24_1578,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Paris,75016,France,Perrier,Dominique,Small
10211,21,63.72,11,1338.12,15/01/2019,2121,Shipped,Motorcycles,69,S24_2360,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Paris,75016,France,Perrier,Dominique,Small
10211,48,48.98,1,2351.04,15/01/2019,2318,Shipped,Classic Cars,61,S24_3371,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Paris,75016,France,Perrier,Dominique,Small
10211,22,92.16,6,2027.52,15/01/2019,2564,Shipped,Classic Cars,80,S24_4620,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Paris,75016,France,Perrier,Dominique,Small
10211,41,42.24,9,1731.84,15/01/2019,2638,Shipped,Motorcycles,40,S32_2206,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Paris,75016,France,Perrier,Dominique,Small
10211,37,109.19,12,4040.03,15/01/2019,2766,Shipped,Motorcycles,102,S32_4485,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Paris,75016,France,Perrier,Dominique,Medium
10211,40,80.55,10,3222,15/01/2019,2870,Shipped,Motorcycles,81,S50_4713,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Paris,75016,France,Perrier,Dominique,Medium
10212,39,126.84,16,4946.76,16/01/2019,785,Shipped,Classic Cars,117,S12_3380,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium
10212,33,126.68,15,4180.44,16/01/2019,886,Shipped,Classic Cars,115,S12_4675,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium
10212,29,144.37,10,4186.73,16/01/2019,938,Shipped,Classic Cars,141,S18_1129,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium
10212,38,118.22,6,4492.36,16/01/2019,1012,Shipped,Classic Cars,124,S18_1589,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium
10212,20,66.99,14,1339.8,16/01/2019,1083,Shipped,Classic Cars,77,S18_1889,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small
10212,41,118.07,9,4840.87,16/01/2019,1109,Shipped,Classic Cars,142,S18_1984,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium
10212,40,122.76,7,4910.4,16/01/2019,1333,Shipped,Classic Cars,132,S18_2870,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium
10212,40,138.86,11,5554.4,16/01/2019,1492,Shipped,Classic Cars,169,S18_3232,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium
10212,45,141.28,8,6357.6,16/01/2019,1630,Shipped,Classic Cars,141,S18_3685,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium
10212,41,82.31,3,3374.71,16/01/2019,1874,Shipped,Classic Cars,73,S24_1046,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium
10212,45,53.33,5,2399.85,16/01/2019,1950,Shipped,Classic Cars,50,S24_1628,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small
10212,45,88.14,1,3966.3,16/01/2019,2145,Shipped,Classic Cars,90,S24_2766,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium
10212,34,43.42,12,1476.28,16/01/2019,2243,Shipped,Classic Cars,37,S24_2972,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small
10212,27,79.62,2,2149.74,16/01/2019,2294,Shipped,Classic Cars,85,S24_3191,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small
10212,46,87.81,4,4039.26,16/01/2019,2368,Shipped,Classic Cars,107,S24_3432,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium
10212,49,141.83,13,6949.67,16/01/2019,2416,Shipped,Classic Cars,140,S24_3856,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium
10213,38,94.79,1,3602.02,22/01/2019,1723,Shipped,Vintage Cars,92,S18_4409,"Double Decker Gift Stores, Ltd",(171) 555-7555,120 Hanover Sq.,London,WA1 1DP,UK,Hardy,Thomas,Medium
10213,25,83.39,2,2084.75,22/01/2019,1846,Shipped,Classic Cars,71,S18_4933,"Double Decker Gift Stores, Ltd",(171) 555-7555,120 Hanover Sq.,London,WA1 1DP,UK,Hardy,Thomas,Small
10213,27,103.35,3,2790.45,22/01/2019,2215,Shipped,Classic Cars,117,S24_2887,"Double Decker Gift Stores, Ltd",(171) 555-7555,120 Hanover Sq.,London,WA1 1DP,UK,Hardy,Thomas,Small
10214,30,198.9,7,5967,26/01/2019,1052,Shipped,Vintage Cars,170,S18_1749,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",Madrid,28023,Spain,Sommer,Mart¡n,Medium
10214,21,62.96,6,1322.16,26/01/2019,1152,Shipped,Vintage Cars,60,S18_2248,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",Madrid,28023,Spain,Sommer,Mart¡n,Small
10214,27,133.49,4,3604.23,26/01/2019,1199,Shipped,Vintage Cars,127,S18_2325,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",Madrid,28023,Spain,Sommer,Mart¡n,Medium
10214,50,190.69,1,9534.5,26/01/2019,1298,Shipped,Vintage Cars,168,S18_2795,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",Madrid,28023,Spain,Sommer,Mart¡n,Large
10214,20,34.19,3,683.8,26/01/2019,1986,Shipped,Vintage Cars,33,S24_1937,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",Madrid,28023,Spain,Sommer,Mart¡n,Small
10214,49,47.94,2,2349.06,26/01/2019,2060,Shipped,Vintage Cars,44,S24_2022,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",Madrid,28023,Spain,Sommer,Mart¡n,Small
10214,44,34.88,5,1534.72,26/01/2019,2459,Shipped,Vintage Cars,41,S24_3969,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",Madrid,28023,Spain,Sommer,Mart¡n,Small
10215,35,173.58,3,6075.3,29/01/2019,523,Shipped,Classic Cars,214,S10_1949,West Coast Collectables Co.,3105553722,3675 Furth Circle,Burbank,94019,USA,Thompson,Steve,Medium
10215,46,112,2,5152,29/01/2019,900,Shipped,Trucks and Buses,116,S18_1097,West Coast Collectables Co.,3105553722,3675 Furth Circle,Burbank,94019,USA,Thompson,Steve,Medium
10215,27,89.38,10,2413.26,29/01/2019,951,Shipped,Vintage Cars,102,S18_1342,West Coast Collectables Co.,3105553722,3675 Furth Circle,Burbank,94019,USA,Thompson,Steve,Small
10215,33,43.13,9,1423.29,29/01/2019,975,Shipped,Vintage Cars,53,S18_1367,West Coast Collectables Co.,3105553722,3675 Furth Circle,Burbank,94019,USA,Thompson,Steve,Small
10215,49,112.45,4,5510.05,29/01/2019,1346,Shipped,Vintage Cars,101,S18_2949,West Coast Collectables Co.,3105553722,3675 Furth Circle,Burbank,94019,USA,Thompson,Steve,Medium
10215,31,58.71,6,1820.01,29/01/2019,1370,Shipped,Vintage Cars,62,S18_2957,West Coast Collectables Co.,3105553722,3675 Furth Circle,Burbank,94019,USA,Thompson,Steve,Small
10215,49,107.86,5,5285.14,29/01/2019,1420,Shipped,Vintage Cars,104,S18_3136,West Coast Collectables Co.,3105553722,3675 Furth Circle,Burbank,94019,USA,Thompson,Steve,Medium
10215,41,111.12,8,4555.92,29/01/2019,1569,Shipped,Vintage Cars,99,S18_3320,West Coast Collectables Co.,3105553722,3675 Furth Circle,Burbank,94019,USA,Thompson,Steve,Medium
10215,46,45.28,1,2082.88,29/01/2019,1792,Shipped,Vintage Cars,50,S18_4668,West Coast Collectables Co.,3105553722,3675 Furth Circle,Burbank,94019,USA,Thompson,Steve,Small
10215,39,90.57,7,3532.23,29/01/2019,2504,Shipped,Vintage Cars,97,S24_4258,West Coast Collectables Co.,3105553722,3675 Furth Circle,Burbank,94019,USA,Thompson,Steve,Medium
10216,43,133.94,1,5759.42,02/02/2019,695,Shipped,Trucks and Buses,136,S12_1666,Auto Assoc. & Cie.,30.59.8555,"67, avenue de l'Europe",Versailles,78000,France,Tonini,Daniel,Medium
10217,48,146.26,4,7020.48,04/02/2019,616,Shipped,Classic Cars,147,S10_4962,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,69045,Singapore,Victorino,Wendy,Large
10217,35,61.38,2,2148.3,04/02/2019,1216,Shipped,Trucks and Buses,60,S18_2432,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,69045,Singapore,Victorino,Wendy,Small
10217,38,118.66,5,4509.08,04/02/2019,1759,Shipped,Trucks and Buses,121,S18_4600,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,69045,Singapore,Victorino,Wendy,Medium
10217,28,112.46,1,3148.88,04/02/2019,2077,Shipped,Trucks and Buses,127,S24_2300,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,69045,Singapore,Victorino,Wendy,Medium
10217,21,106.9,3,2244.9,04/02/2019,2570,Shipped,Trucks and Buses,96,S32_1268,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,69045,Singapore,Victorino,Wendy,Small
10217,39,62.05,7,2419.95,04/02/2019,2699,Shipped,Trucks and Buses,64,S32_3522,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,69045,Singapore,Victorino,Wendy,Small
10217,31,88,6,2728,04/02/2019,3032,Shipped,Classic Cars,101,S700_2824,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,69045,Singapore,Victorino,Wendy,Small
10219,48,101.91,2,4891.68,10/02/2019,836,Shipped,Trucks and Buses,118,S12_4473,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,Brisbane,94217,USA,Taylor,Sue,Medium
10219,43,196.48,1,8448.64,10/02/2019,1112,Shipped,Classic Cars,163,S18_2238,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,Brisbane,94217,USA,Taylor,Sue,Large
10219,21,40.31,3,846.51,10/02/2019,2145,Shipped,Classic Cars,35,S24_2840,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,Brisbane,94217,USA,Taylor,Sue,Small
10219,35,55.19,4,1931.65,10/02/2019,2639,Shipped,Trucks and Buses,54,S32_2509,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,Brisbane,94217,USA,Taylor,Sue,Small
10220,32,224.42,2,7181.44,12/02/2019,659,Shipped,Classic Cars,207,S12_1108,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Dublin,2,Ireland,Cassidy,Dean,Large
10220,30,157.12,3,4713.6,12/02/2019,735,Shipped,Classic Cars,151,S12_3148,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Dublin,2,Ireland,Cassidy,Dean,Medium
10220,27,186.86,1,5045.22,12/02/2019,784,Shipped,Classic Cars,173,S12_3891,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Dublin,2,Ireland,Cassidy,Dean,Medium
10220,50,165.16,5,8258,12/02/2019,1678,Shipped,Classic Cars,143,S18_4027,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Dublin,2,Ireland,Cassidy,Dean,Large
10220,26,56.07,8,1457.82,12/02/2019,1872,Shipped,Classic Cars,57,S24_1444,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Dublin,2,Ireland,Cassidy,Dean,Small
10220,37,136.02,7,5032.74,12/02/2019,2465,Shipped,Classic Cars,118,S24_4048,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Dublin,2,Ireland,Cassidy,Dean,Medium
10220,20,52.82,6,1056.4,12/02/2019,2665,Shipped,Trains,62,S32_3207,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Dublin,2,Ireland,Cassidy,Dean,Small
10220,37,107.65,9,3983.05,12/02/2019,2791,Shipped,Trucks and Buses,115,S50_1392,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Dublin,2,Ireland,Cassidy,Dean,Medium
10220,30,68.54,4,2056.2,12/02/2019,2819,Shipped,Trains,58,S50_1514,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Dublin,2,Ireland,Cassidy,Dean,Small
10221,33,133.86,3,4417.38,18/02/2019,1426,Shipped,Vintage Cars,136,S18_3140,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,Bruxelles,B-1180,Belgium,Dewey,Catherine,Medium
10221,23,80.67,5,1855.41,18/02/2019,1502,Shipped,Trains,100,S18_3259,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,Bruxelles,B-1180,Belgium,Dewey,Catherine,Small
10221,39,89.53,2,3491.67,18/02/2019,1719,Shipped,Vintage Cars,87,S18_4522,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,Bruxelles,B-1180,Belgium,Dewey,Catherine,Medium
10221,49,138.87,1,6804.63,18/02/2019,2014,Shipped,Ships,122,S24_2011,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,Bruxelles,B-1180,Belgium,Dewey,Catherine,Medium
10221,23,97,4,2231,18/02/2019,2915,Shipped,Ships,86,S700_1938,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,Bruxelles,B-1180,Belgium,Dewey,Catherine,Small
10222,49,122.4,12,5997.6,19/02/2019,575,Shipped,Classic Cars,136,S10_4757,Collectable Mini Designs Co.,7605558146,361 Furth Circle,San Diego,91217,USA,Thompson,Valarie,Medium
10222,49,141.92,4,6954.08,19/02/2019,1004,Shipped,Planes,157,S18_1662,Collectable Mini Designs Co.,7605558146,361 Furth Circle,San Diego,91217,USA,Thompson,Valarie,Medium
10222,49,94.62,10,4636.38,19/02/2019,1374,Shipped,Ships,86,S18_3029,Collectable Mini Designs Co.,7605558146,361 Furth Circle,San Diego,91217,USA,Thompson,Valarie,Medium
10222,45,85.75,9,3858.75,19/02/2019,1645,Shipped,Vintage Cars,105,S18_3856,Collectable Mini Designs Co.,7605558146,361 Furth Circle,San Diego,91217,USA,Thompson,Valarie,Medium
10222,32,81.53,5,2608.96,19/02/2019,2163,Shipped,Planes,68,S24_2841,Collectable Mini Designs Co.,7605558146,361 Furth Circle,San Diego,91217,USA,Thompson,Valarie,Small
10222,47,70.81,14,3328.07,19/02/2019,2237,Shipped,Vintage Cars,88,S24_3151,Collectable Mini Designs Co.,7605558146,361 Furth Circle,San Diego,91217,USA,Thompson,Valarie,Medium
10222,43,70.35,6,3025.05,19/02/2019,2309,Shipped,Vintage Cars,65,S24_3420,Collectable Mini Designs Co.,7605558146,361 Furth Circle,San Diego,91217,USA,Thompson,Valarie,Medium
10222,46,80.51,11,3703.46,19/02/2019,2358,Shipped,Vintage Cars,83,S24_3816,Collectable Mini Designs Co.,7605558146,361 Furth Circle,San Diego,91217,USA,Thompson,Valarie,Medium
10222,48,56.64,3,2718.72,19/02/2019,2409,Shipped,Planes,68,S24_3949,Collectable Mini Designs Co.,7605558146,361 Furth Circle,San Diego,91217,USA,Thompson,Valarie,Small
10222,31,62.67,15,1942.77,19/02/2019,2862,Shipped,Ships,66,S700_1138,Collectable Mini Designs Co.,7605558146,361 Furth Circle,San Diego,91217,USA,Thompson,Valarie,Small
10222,26,102.29,8,2659.54,19/02/2019,2937,Shipped,Ships,90,S700_2047,Collectable Mini Designs Co.,7605558146,361 Furth Circle,San Diego,91217,USA,Thompson,Valarie,Small
10222,37,87.75,1,3246.75,19/02/2019,2963,Shipped,Planes,99,S700_2466,Collectable Mini Designs Co.,7605558146,361 Furth Circle,San Diego,91217,USA,Thompson,Valarie,Medium
10222,36,80.95,13,2914.2,19/02/2019,2991,Shipped,Ships,72,S700_2610,Collectable Mini Designs Co.,7605558146,361 Furth Circle,San Diego,91217,USA,Thompson,Valarie,Small
10222,38,110.19,16,4187.22,19/02/2019,3094,Shipped,Ships,100,S700_3505,Collectable Mini Designs Co.,7605558146,361 Furth Circle,San Diego,91217,USA,Thompson,Valarie,Medium
10222,31,95.34,17,2955.54,19/02/2019,3120,Shipped,Ships,99,S700_3962,Collectable Mini Designs Co.,7605558146,361 Furth Circle,San Diego,91217,USA,Thompson,Valarie,Small
10222,43,74.03,2,3183.29,19/02/2019,3145,Shipped,Planes,74,S700_4002,Collectable Mini Designs Co.,7605558146,361 Furth Circle,San Diego,91217,USA,Thompson,Valarie,Medium
10222,31,45.69,7,1416.39,19/02/2019,3172,Shipped,Planes,49,S72_1253,Collectable Mini Designs Co.,7605558146,361 Furth Circle,San Diego,91217,USA,Thompson,Valarie,Small
10222,36,63.34,18,2280.24,19/02/2019,3199,Shipped,Ships,54,S72_3212,Collectable Mini Designs Co.,7605558146,361 Furth Circle,San Diego,91217,USA,Thompson,Valarie,Small
10223,37,107.18,1,3965.66,20/02/2019,475,Shipped,Motorcycles,95,S10_1678,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,Medium
10223,47,115.37,4,5422.39,20/02/2019,525,Shipped,Motorcycles,118,S10_2016,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,Medium
